text,new_text
Создай задачу: Дима требуется доработка дизайна сайта после согласования с клиентом к концу следующей недели,создавать задача :  дима требоваться доработка дизайн сайт после согласование с клиент к конец следующий неделя
Создай задачу: Олеся разработай несколько вариантов логотипа для нового бренда ко 2 марта,создавать задача :  олеся разрабатывать несколько вариант логотип для новый бренд ко 2 март
Создай задачу: Попросить Виталия верстать каталог до 20 декабря,создавать задача :  попросить виталия верстать каталог до 20 декабрь
Создай задачу: Юрий нужен ребрендинг в течение месяца после подписания договора,создавать задача :  юрий нужный ребрендинг в течение месяц после подписание договор
Создай задачу: Напомнить Лене предоставить дизайн этикетки к понедельнику,создавать задача :  напоминать лена предоставлять дизайн этикетка к понедельник
Создай задачу: Татьяна требуется визуализация дизайна витрины магазина ко Дню рождения компании 5 мая,создавать задача :  татьяна требоваться визуализация дизайн витрина магазин ко день рождение компания 5 май
Создай задачу: Попросить Алексея разработать несколько вариантов логотипа компании в течение недели,создавать задача :  попросить алексей разрабатывать несколько вариант логотип компания в течение неделя
Создай задачу: Нужно от Веры предоставить эскиз полиграфии для открыток к 8 марта,создавать задача :  нужно от вера предоставлять эскиз полиграфия для открытка к 8 март
Создай задачу: Сергей разработай дизайн упаковки к 18 февраля,создавать задача :  сергей разрабатывать дизайн упаковка к 18 февраль
Создай задачу: Михаил нужно подготовить презентацию для pitches клиентов к понедельнику,создавать задача :  михаил нужно подготовить презентация для pitches клиент к понедельник
Создай задачу: Олег требуется визуализация макета офиса ко вторнику,создавать задача :  олег требоваться визуализация макет офис ко вторник
Создай задачу: Антон должен сверстать буклет о новых услугах компании до конца этой недели,создавать задача :  антон должный сверстывать буклет о новый услуга компания до конец этот неделя
Создай задачу: Напомнить Ирине предоставить эскизы дизайна сайта завтра к 10 утра,создавать задача :  напоминать ирина предоставлять эскиз дизайн сайт завтра к 10 утро
Создай задачу: Попросить Никиту разработать фирменный стиль для ресторана к 1 апреля,создавать задача :  попросить никита разрабатывать фирменный стиль для ресторан к 1 апрель
Создай задачу: Требуется от Сергея презентация с вариантами логотипа к встрече в пятницу,создавать задача :  требоваться от сергей презентация с вариант логотип к встреча в пятница
Создай задачу: Наташа нужна визуализация упаковки к понедельнику 27 марта,создавать задача :  наташа нужный визуализация упаковка к понедельник 27 март
Создай задачу: Петр должен подготовить mockup сайта после утверждения концепции до 10 апреля,создавать задача :  петр должный подготовить mockup сайт после утверждение концепция до 10 апрель
Создай задачу: Елена разработай несколько вариантов баннера ко Дню компании к 5 июня,создавать задача :  елена разрабатывать несколько вариант баннер ко день компания к 5 июнь
Создай задачу: Попросить Василия к 1 мая проработать бриф и предоставить концепцию дизайна мобильного приложения,создавать задача :  попросить василий к 1 май прорабатывать бриф и предоставлять концепция дизайн мобильный приложение
Создай задачу: Олеся должна подготовить макет для билборда этой неделей к пятнице,создавать задача :  олеся должный подготовить макет для билборд этот неделя к пятница
Создай задачу: Требуется от Ивана презентация нескольких вариантов логотипа ко вторнику 21 февраля,создавать задача :  требоваться от иван презентация несколько вариант логотип ко вторник 21 февраль
Создай задачу: Напомнить Марине переделать баннеры для социальных сетей завтра,создавать задача :  напоминать марина переделывать баннер для социальный сеть завтра
Создай задачу: Александр должен разработать дизайн этикеток для новой продукции к 1 марта,создавать задача :  александр должный разрабатывать дизайн этикетка для новый продукция к 1 март
Создай задачу: Катя нужно подготовить moodboard для новой фотосессии к понедельнику 30 января,создавать задача :  катя нужно подготовить moodboard для новый фотосессия к понедельник 30 январь
Создай задачу: Попросить Свету сверстать каталог к 27 февраля после утверждения макета,создавать задача :  попросить свет сверстывать каталог к 27 февраль после утверждение макет
Создай задачу: Требуется от Артёма эскизы айдентики бренда одежды ко вторнику 7 марта,создавать задача :  требоваться от артем эскиз айдентик бренд одежда ко вторник 7 март
Создай задачу: Денис должен подготовить прототип сайта после согласования ТЗ к 10 марта,создавать задача :  денис должный подготовить прототип сайт после согласование тз к 10 март
Создай задачу: Напомнить Лизе обновить презентацию с последними кейсами к встрече завтра в 11,создавать задача :  напоминать лиза обновлять презентация с последний кейс к встреча завтра в 11
Создай задачу: Петр нужно разработать несколько вариантов брендбука для нового проекта к 1 апреля,создавать задача :  петр нужно разрабатывать несколько вариант брендбук для новый проект к 1 апрель
Создай задачу: Попросить Машу предоставить несколько вариантов логотипа завтра к 15:00,создавать задача :  попросить маша предоставлять несколько вариант логотип завтра к 15 : 00
Создай задачу: Требуется от Олега верстка буклета о новом продукте до конца рабочего дня среды,создавать задача :  требоваться от олег верстка буклет о новый продукт до конец рабочий день среда
Создай задачу: Напомнить Антону приступить к разработке дизайна упаковки после обеда,создавать задача :  напоминать антон приступать к разработка дизайн упаковка после обед
Создай задачу: Иван должен подготовить мультимедийную презентацию к питчу заказчика в понедельник к 09:30,создавать задача :  иван должный подготовить мультимедийный презентация к питча заказчик в понедельник к 09 : 30
Создай задачу: Никите нужно разработать фирменный стиль ресторана ко 2 апреля к 12:00,создавать задача :  никита нужно разрабатывать фирменный стиль ресторан ко 2 апрель к 12 : 00
Создай задачу: Попросить Катю сделать нарезку фотографий для инстаграм до обеда,создавать задача :  попросить катя сделать нарезка фотография для инстаграм до обед
Создай задачу: Сергей требуется визуализация дизайна салона к пятнице к 18:00,создавать задача :  сергей требоваться визуализация дизайн салон к пятница к 18 : 00
Создай задачу: Напомнить Лене об утверждении макета журнала завтра до 12:00,создавать задача :  напоминать лена об утверждение макет журнал завтра до 12 : 00
Создай задачу: Петр должен сверстать одностраничный сайт в течение 3 рабочих дней после получения текстов,создавать задача :  петр должный сверстывать одностраничный сайт в течение 3 рабочий день после получение текст
Создай задачу: Аня нужно подготовить прототип приложения ко встрече с заказчиком в четверг к 15:00,создавать задача :  аня нужно подготовить прототип приложение ко встреча с заказчик в четверг к 15 : 00
Создай задачу: Требуется от Саши защита логотипа для стартапа послезавтра к 13:00,создавать задача :  требоваться от саша защита логотип для стартап послезавтра к 13 : 00
Создай задачу: Олеся должна предоставить эскизы сувенирной продукции завтра к 11:00,создавать задача :  олеся должный предоставлять эскиз сувенирный продукция завтра к 11 : 00
Создай задачу: Попросить Диму разработать несколько вариантов баннера к 1 мая к 10:00 утра,создавать задача :  попросить дима разрабатывать несколько вариант баннер к 1 май к 10 : 00 утро
Создай задачу: Напомнить Виктору о встрече по ребрендингу компании послезавтра в 15:30,создавать задача :  напоминать виктор о встреча по ребрендинг компания послезавтра в 15 : 30
Создай задачу: Мише нужно подготовить moodboard для фотосессии домашней одежды к понедельнику к 14:00,создавать задача :  миша нужно подготовить moodboard для фотосессия домашний одежда к понедельник к 14 : 00
Создай задачу: Требуется от Тани предоставить дизайнконцепцию сайта до конца дня в четверг,создавать задача :  требоваться от таня предоставлять дизайнконцепция сайт до конец день в четверг
Создай задачу: Попросить Свету переделать презентацию с учётом правок к завтрашней встрече к 09:00,создавать задача :  попросить свет переделывать презентация с учет правка к завтрашний встреча к 09 : 00
Создай задачу: Виталий должен верстать журнал до вечера понедельника,создавать задача :  виталий должный верстать журнал до вечер понедельник
Создай задачу: Напомнить Денису о техническом задании на разработку чатабота завтра до обеда,создавать задача :  напоминать денис о технический задание на разработка чатабот завтра до обед
Создай задачу: Артём нужно подготовить дизайнпроект магазина к пятнице к 17:00,создавать задача :  артем нужно подготовить дизайнпроект магазин к пятница к 17 : 00
Создай задачу: Подготовить посты и визуалы для социальных сетей на эту неделю к понедельнику в 10:00,создавать задача :  подготовить пост и визуал для социальный сеть на этот неделя к понедельник в 10 : 00
Создай задачу: Написать сценарий для новогоднего видео до 1 декабря,создавать задача :  написать сценарий для новогодний видео до 1 декабрь
Создай задачу: Провести фотосессию новой коллекции и подготовить посты к запуску до 15 сентября,создавать задача :  проводить фотосессия новый коллекция и подготовить пост к запуск до 15 сентябрь
Создай задачу: Организовать прямой эфир с блогером в течение месяца после подписания договора,создавать задача :  организовывать прямой эфир с блогер в течение месяц после подписание договор
Создай задачу: Разработать визуалы и тексты для проведения конкурса в Instagram к 8 марта,создавать задача :  разрабатывать визуал и текст для проведение конкурс в instagram к 8 март
Создай задачу: Подготовить отчет по продвижению за квартал к 10 числу следующего месяца,создавать задача :  подготовить отчет по продвижение за квартал к 10 число следующий месяц
Создай задачу: Провести SMMаудит конкурентов и подготовить аналитическую записку к 1 февраля,создавать задача :  проводить smmаудит конкурент и подготовить аналитический записка к 1 февраль
Создай задачу: Организовать тестирование нового продукта блогерами до конца месяца,создавать задача :  организовывать тестирование новый продукт блогер до конец месяц
Создай задачу: Подобрать 10 лидеров мнений для продвижения услуги ко Дню предпринимателя,создавать задача :  подбирать 10 лидер мнение для продвижение услуга ко день предприниматель
Создай задачу: Создать TikTok аккаунт компании и настроить регулярный постинг контента к 1 апреля,создавать задача :  создавать tiktok аккаунт компания и настраивать регулярный постинг контент к 1 апрель
Создай задачу: Протестировать новый формат постов в сторис и дать рекомендации к понедельнику,создавать задача :  протестировать новый формат пост в сторис и давать рекомендация к понедельник
Создай задачу: Написать тексты постов для нового паблика на месяц вперед к 10 числу,создавать задача :  написать текст пост для новый паблик на месяц вперед к 10 число
Создай задачу: Обновить контентплан на квартал с учетом новых продуктов ко вторнику,создавать задача :  обновлять контентплан на квартал с учет новый продукт ко вторник
Создай задачу: Собрать обратную связь о качестве подписки бренда и дать рекомендации к пятнице,создавать задача :  собирать обратный связь о качество подписка бренд и давать рекомендация к пятница
Создай задачу: Подготовить план расширения охвата аудитории в социальных сетях на следующий год к 1 декабря,создавать задача :  подготовить план расширение охват аудитория в социальный сеть на следующий год к 1 декабрь
Создай задачу: Провести вебинар для подписчиков по использованию новинки до 20 декабря,создавать задача :  проводить вебинар для подписчик по использование новинка до 20 декабрь
Создай задачу: Разработать концепции летней фотосессии к 1 марта для постинга в апрелемае,создавать задача :  разрабатывать концепция летний фотосессия к 1 март для постинг в апрелемая
Создай задачу: Организовать тестирование еще 2 новых продуктов с привлечением блогеров в течение месяца,создавать задача :  организовывать тестирование еще 2 новый продукт с привлечение блогер в течение месяц
Создай задачу: Продумать идеи для еженедельного рубрик в Инстаграм на 2 месяца вперед к понедельнику,создавать задача :  продумывать идея для еженедельный рубрика в инстаграм на 2 месяц вперед к понедельник
Создай задачу: Подготовить предложения по улучшению имиджа бренда в соцсетях ко встрече в четверг,создавать задача :  подготовить предложение по улучшение имидж бренд в соцсеть ко встреча в четверг
Создай задачу: Разработать сценарии для 5 видеороликов о новом сервисе ко 2 марта,создавать задача :  разрабатывать сценарий для 5 видеоролик о новый сервис ко 2 март
Создай задачу: Организовать фотосет осенней одежды с блогерами до 20 сентября,создавать задача :  организовывать фотосать осенний одежда с блогер до 20 сентябрь
Создай задачу: Провести опрос подписчиков о новой упаковке и проанализировать данные к 10 октября,создавать задача :  проводить опрос подписчик о новый упаковка и проанализировать данные к 10 октябрь
Создай задачу: Подготовить тексты для emailрассылки партнерам ко Дню маркетолога к 9 сентября,создавать задача :  подготовить текст для emailрассылки партнер ко день маркетолог к 9 сентябрь
Создай задачу: Спланировать 12 прямых эфиров с экспертами в Инстаграм на квартал ко 2 января,создавать задача :  спланировать 12 прямой эфир с эксперт в инстаграм на квартал ко 2 январь
Создай задачу: Разработать концепцию флешмоба к Чемпионату мира по футболу к 1 апреля,создавать задача :  разрабатывать концепция флешмоб к чемпионат мир по футбол к 1 апрель
Создай задачу: Подготовить план продвижения новой услуги в соцсетях на полгода ко 2 мая,создавать задача :  подготовить план продвижение новый услуга в соцсеть на полгода ко 2 май
Создай задачу: Провести конкурс репостов с weeklyпризами во Вконтакте в течение месяца после старта 1 июня,создавать задача :  проводить конкурс репост с weeklyпризами во вконтакте в течение месяц после старт 1 июнь
Создай задачу: Организовать промо 5 товаров с привлечением лидеров мнений до 1 августа,создавать задача :  организовывать промой 5 товар с привлечение лидер мнение до 1 август
Создай задачу: Разработать coolгайд для SMM новичков ко Дню рождения агентства 5 мая,создавать задача :  разрабатывать coolгайд для smm новичок ко день рождение агентство 5 май
Создай задачу: Спланировать создание 7 тематических пабликов в ВК к 1 марта,создавать задача :  спланировать создание 7 тематический паблик в вк к 1 март
Создай задачу: Провести анализ 10 конкурентных аккаунтов в ТикТок и подготовить рекомендации по улучшению своего к понедельнику,создавать задача :  проводить анализ 10 конкурентный аккаунт в тикток и подготовить рекомендация по улучшение свой к понедельник
Создай задачу: Написать пост с поздравлением ко Дню программиста к 256 сентября,создавать задача :  написать пост с поздравление ко день программист к 256 сентябрь
Создай задачу: Подготовить план продвижения фитнесстудии в Instagram в течение 2 недель после подписания договора,создавать задача :  подготовить план продвижение фитнесстудия в instagram в течение 2 неделя после подписание договор
Создай задачу: Организовать прямые трансляции мастерклассов по готовке в сториз 3 раза в неделю с 15 марта,создавать задача :  организовывать прямой трансляция мастеркласс по готовка в сториза 3 раз в неделя с 15 март
Создай задачу: Провести конкурс ко Дню космонавтики с призовым фондом в 200 000 просмотров 12 апреля,создавать задача :  проводить конкурс ко день космонавтика с призовой фонд в 200 000 просмотр 12 апрель
Создай задачу: Разработать 10 вариантов обложек для видео с самыми смешными кошками на YouTube к пятнице,создавать задача :  разрабатывать 10 вариант обложка для видео с самый смешной кошка на youtube к пятница
Создай задачу: Придумать 20 идей ежедневных рубрик в ТикТок на месяц вперёд ко 2 числу,создавать задача :  придумывать 20 идея ежедневный рубрика в тикток на месяц вперед ко 2 число
Создай задачу: Спланировать съемки для 10 рецептов коктейлей и монтаж роликов к 8 марта,создавать задача :  спланировать съемка для 10 рецепт коктейль и монтаж ролик к 8 март
Создай задачу: Провести промо товаров среди подписчиков и проанализировать конверсию после акции к 1 апреля,создавать задача :  проводить промой товар среди подписчик и проанализировать конверсия после акция к 1 апрель
