text,new_text,task_type,person,time
Создай задачу : Разработать систему для обработки заявок на возврат товаров,создавать задача : разрабатывать система для обработка заявка на возврат товар,"['создавать задача : разрабатывать система для обработка заявка на возврат товар', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Реализовать механизм управления и администрирования сайтом для администраторов магазина,создавать задача : реализовать механизм управление и администрирование сайт для администратор магазин,"['создавать задача : реализовать механизм управление и администрирование сайт для администратор магазин', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Разработать систему отслеживания и анализа ошибок и логов сервера,создавать задача : разрабатывать система отслеживание и анализ ошибка и лог сервер,"['создавать задача : разрабатывать система отслеживание и анализ ошибка и лог сервер', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Интеграция и тестирование : 115 Провести интеграционное тестирование с внешними системами платежи доставка,создавать задача : интеграция и тестирование : 115 проводить интеграционный тестирование с внешний система платеж доставка,"['создавать задача : интеграция и тестирование : 115 проводить интеграционный тестирование с внешний система платеж доставка', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Проверить работу системы аналитики и отчетности,создавать задача : проверять работа система аналитика и отчетность,"['создавать задача : проверять работа система аналитика и отчетность', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Провести тестирование на нагрузку для определения максимальной производительности,создавать задача : проводить тестирование на нагрузка для определение максимальный производительность,"['создавать задача : проводить тестирование на нагрузка для определение максимальный производительность', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Тестировать работу системы с разными версиями операционных систем,создавать задача : тестировать работа система с разный версия операционный система,"['создавать задача : тестировать работа система с разный версия операционный система', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Оценить устойчивость сайта к DDoSатакам и создать план предотвращения,создавать задача : оценивать устойчивость сайт к ddosатакам и создавать план предотвращение,"['создавать задача : оценивать устойчивость сайт к ddosатакам и создавать план предотвращение', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Оптимизация и доработка : 120 Разработать механизмы кэширования данных для ускорения загрузки,создавать задача : оптимизация и доработка : 120 разрабатывать механизм кэширование данные для ускорение загрузка,"['создавать задача : оптимизация и доработка : 120 разрабатывать механизм кэширование данные для ускорение загрузка', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Оптимизировать работу системы поиска и рекомендаций товаров,создавать задача : оптимизировать работа система поиск и рекомендация товар,"['создавать задача : оптимизировать работа система поиск и рекомендация товар', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Добавить функциональность Отслеживание статуса заказа,создавать задача : добавлять функциональность отслеживание статус заказ,"['создавать задача : добавлять функциональность отслеживание статус заказ', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Реализовать возможность оставлять отзывы о товарах,создавать задача : реализовать возможность оставлять отзыв о товар,"['создавать задача : реализовать возможность оставлять отзыв о товар', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Внедрить механизмы автоматической проверки цен на товары у конкурентов,создавать задача : внедрять механизм автоматический проверка цена на товар у конкурент,"['создавать задача : внедрять механизм автоматический проверка цена на товар у конкурент', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Разработать систему уведомлений для клиентов о статусе заказа,создавать задача : разрабатывать система уведомление для клиент о статус заказ,"['создавать задача : разрабатывать система уведомление для клиент о статус заказ', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Запуск и поддержка : 126 Запустить систему мониторинга производительности сайта,создавать задача : запуск и поддержка : 126 запускать система мониторинг производительность сайт,"['создавать задача : запуск и поддержка : 126 запускать система мониторинг производительность сайт', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Создать план регулярного резервного копирования данных,создавать задача : создавать план регулярный резервный копирование данные,"['создавать задача : создавать план регулярный резервный копирование данные', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Провести обучение персонала заказчика по администрированию сайта,создавать задача : проводить обучение персонал заказчик по администрирование сайт,"['создавать задача : проводить обучение персонал заказчик по администрирование сайт', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Подготовить инструкции для пользователей по размещению заказов,создавать задача : подготовить инструкция для пользователь по размещение заказ,"['создавать задача : подготовить инструкция для пользователь по размещение заказ', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Организовать и провести официальное тестирование сайта перед запуском,создавать задача : организовывать и проводить официальный тестирование сайт перед запуск,"['создавать задача : организовывать и проводить официальный тестирование сайт перед запуск', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Разработать систему обратной связи и оценки удовлетворенности клиентов Продолжим декомпозицию задач :,создавать задача : разрабатывать система обратный связь и оценка удовлетворенность клиент продолжать декомпозиция задача,"['создавать задача : разрабатывать система обратный связь и оценка удовлетворенность клиент продолжать декомпозиция задача', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Планирование и анализ требований : 132 Провести анализ пользовательского опыта и интерфейса,создавать задача : планирование и анализ требование : 132 проводить анализ пользовательский опыт и интерфейс,"['создавать задача : планирование и анализ требование : 132 проводить анализ пользовательский опыт и интерфейс', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Определить список необходимых технических интеграций с внешними сервисами,создавать задача : определять список необходимый технический интеграция с внешний сервис,"['создавать задача : определять список необходимый технический интеграция с внешний сервис', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Разработать план обеспечения безопасности для обработки платежей,создавать задача : разрабатывать план обеспечение безопасность для обработка платеж,"['создавать задача : разрабатывать план обеспечение безопасность для обработка платеж', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Подготовить документацию по рекомендациям по улучшению производительности сайта,создавать задача : подготовить документация по рекомендация по улучшение производительность сайт,"['создавать задача : подготовить документация по рекомендация по улучшение производительность сайт', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Оценить потребность в резервных серверах и создать план их использования,создавать задача : оценивать потребность в резервный сервер и создавать план их использование,"['создавать задача : оценивать потребность в резервный сервер и создавать план их использование', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Дизайн и макетирование для Ольги и Дмитрия : 137 Разработать макет страницы Карта сайта для улучшения навигации,создавать задача : дизайн и макетирование для ольга и дмитрий : 137 разрабатывать макет страница карта сайт для улучшение навигация,"['создавать задача : дизайн и макетирование для ольга и дмитрий : 137 разрабатывать макет страница карта сайт для улучшение навигация', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : дизайн и макетирование для ольга и дмитрий : 137 разрабатывать макет страница карта сайт для улучшение навигация', {'entities': [(46, 51, 'person'), (54, 61, 'person')]}]",
Создай задачу : Доработать дизайн элементов для версии сайта на мобильных устройствах,создавать задача : дорабатывать дизайн элемент для версия сайт на мобильный устройство,"['создавать задача : дорабатывать дизайн элемент для версия сайт на мобильный устройство', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Создать макеты для страницы Сравнение товаров,создавать задача : создавать макет для страница сравнение товар,"['создавать задача : создавать макет для страница сравнение товар', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Разработать дизайн страницы Поддержка и обратная связь,создавать задача : разрабатывать дизайн страница поддержка и обратный связь,"['создавать задача : разрабатывать дизайн страница поддержка и обратный связь', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Доработать дизайн элементов для улучшения юзабилити сайта,создавать задача : дорабатывать дизайн элемент для улучшение юзабилити сайт,"['создавать задача : дорабатывать дизайн элемент для улучшение юзабилити сайт', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Разработать макеты для страницы Специальные предложения и распродажи,создавать задача : разрабатывать макет для страница специальный предложение и распродажа,"['создавать задача : разрабатывать макет для страница специальный предложение и распродажа', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Разработка фронтенда Иван и Елена : 143 Реализовать функциональность добавления товаров в Избранное,создавать задача : разработка фронтенд иван и елена : 143 реализовать функциональность добавление товар в избранный,"['создавать задача : разработка фронтенд иван и елена : 143 реализовать функциональность добавление товар в избранный', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : разработка фронтенд иван и елена : 143 реализовать функциональность добавление товар в избранный', {'entities': [(39, 43, 'person'), (46, 51, 'person')]}]",
Создай задачу : Разработать страницу Управление подписками на новости и акции,создавать задача : разрабатывать страница управление подписка на новость и акция,"['создавать задача : разрабатывать страница управление подписка на новость и акция', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Создать страницу для отображения истории заказов пользователей,создавать задача : создавать страница для отображение история заказ пользователь,"['создавать задача : создавать страница для отображение история заказ пользователь', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Реализовать функциональность Отправить товар другу с возможностью скидки,создавать задача : реализовать функциональность отправлять товар друг с возможность скидка,"['создавать задача : реализовать функциональность отправлять товар друг с возможность скидка', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Разработать механизм сортировки и фильтрации отзывов о товарах,создавать задача : разрабатывать механизм сортировка и фильтрация отзыв о товар,"['создавать задача : разрабатывать механизм сортировка и фильтрация отзыв о товар', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Создать страницу для отображения рейтинга и обзоров товаров,создавать задача : создавать страница для отображение рейтинг и обзор товар,"['создавать задача : создавать страница для отображение рейтинг и обзор товар', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Разработка бекенда Алексей : 149 Разработать систему управления контентом для новостей и блога,создавать задача : разработка бекенд алексей : 149 разрабатывать система управление контент для новость и блог,"['создавать задача : разработка бекенд алексей : 149 разрабатывать система управление контент для новость и блог', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : разработка бекенд алексей : 149 разрабатывать система управление контент для новость и блог', {'entities': [(37, 44, 'person')]}]",
Создай задачу : Создать механизм управления динамическими параметрами на сайте цены остатки,создавать задача : создавать механизм управление динамический параметр на сайт цена остаток,"['создавать задача : создавать механизм управление динамический параметр на сайт цена остаток', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Разработать систему сбора и анализа данных о поведении пользователей,создавать задача : разрабатывать система сбор и анализ данные о поведение пользователь,"['создавать задача : разрабатывать система сбор и анализ данные о поведение пользователь', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Реализовать механизмы автоматической генерации отчетов для администраторов,создавать задача : реализовать механизм автоматический генерация отчет для администратор,"['создавать задача : реализовать механизм автоматический генерация отчет для администратор', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Разработать систему управления рекламой и маркетинговыми кампаниями,создавать задача : разрабатывать система управление реклама и маркетинговый кампания,"['создавать задача : разрабатывать система управление реклама и маркетинговый кампания', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Создать механизм рассылки персонализированных предложений для клиентов,создавать задача : создавать механизм рассылка персонализировать предложение для клиент,"['создавать задача : создавать механизм рассылка персонализировать предложение для клиент', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Интеграция и тестирование :,создавать задача : интеграция и тестирование,"['создавать задача : интеграция и тестирование', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Проверить совместимость сайта с различными версиями операционных систем мобильных устройств,создавать задача : проверять совместимость сайт с различный версия операционный система мобильный устройство,"['создавать задача : проверять совместимость сайт с различный версия операционный система мобильный устройство', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Провести тестирование на соответствие требованиям к адаптивности responsive design,создавать задача : проводить тестирование на соответствие требование к адаптивность responsive design,"['создавать задача : проводить тестирование на соответствие требование к адаптивность responsive design', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Тестировать интеграцию с системой отслеживания аналитики и конверсий,создавать задача : тестировать интеграция с система отслеживание аналитика и конверсия,"['создавать задача : тестировать интеграция с система отслеживание аналитика и конверсия', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Оценить производительность системы при одновременной работе множества пользователей,создавать задача : оценивать производительность система при одновременный работа множество пользователь,"['создавать задача : оценивать производительность система при одновременный работа множество пользователь', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Провести тестирование совместимости с различными браузерами и устройствами,создавать задача : проводить тестирование совместимость с различный браузер и устройство,"['создавать задача : проводить тестирование совместимость с различный браузер и устройство', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Добавить функциональность Поделиться отзывом о товаре в социальных сетях,создавать задача : добавлять функциональность поделиться отзыв о товар в социальный сеть,"['создавать задача : добавлять функциональность поделиться отзыв о товар в социальный сеть', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Разработать механизм отправки уведомлений пользователю о скидках на избранные товары,создавать задача : разрабатывать механизм отправка уведомление пользователь о скидка на избранный товар,"['создавать задача : разрабатывать механизм отправка уведомление пользователь о скидка на избранный товар', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Внедрить систему управления учетными записями для корпоративных клиентов,создавать задача : внедрять система управление учетный запись для корпоративный клиент,"['создавать задача : внедрять система управление учетный запись для корпоративный клиент', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Создать страницу для отображения статистики о продажах и посещаемости сайта,создавать задача : создавать страница для отображение статистика о продажа и посещаемость сайт,"['создавать задача : создавать страница для отображение статистика о продажа и посещаемость сайт', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Разработать систему уведомлений администраторам о новых заказах и обращениях,создавать задача : разрабатывать система уведомление администратор о новый заказ и обращение,"['создавать задача : разрабатывать система уведомление администратор о новый заказ и обращение', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Подготовить и интегрировать систему слежения за инцидентами и сбоями,создавать задача : подготовить и интегрировать система слежение за инцидент и сбой,"['создавать задача : подготовить и интегрировать система слежение за инцидент и сбой', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Создать механизм реагирования на негативные отзывы и обращения пользователей,создавать задача : создавать механизм реагирование на негативный отзыв и обращение пользователь,"['создавать задача : создавать механизм реагирование на негативный отзыв и обращение пользователь', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Разработать механизм мониторинга доступности сайта и его состояния,создавать задача : разрабатывать механизм мониторинг доступность сайт и его состояние,"['создавать задача : разрабатывать механизм мониторинг доступность сайт и его состояние', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Обеспечить регулярное обновление контента и товаров на сайте,создавать задача : обеспечивать регулярный обновление контент и товар на сайт,"['создавать задача : обеспечивать регулярный обновление контент и товар на сайт', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Провести аудит безопасности сайта и внедрить рекомендации по улучшению,создавать задача : проводить аудит безопасность сайт и внедрять рекомендация по улучшение,"['создавать задача : проводить аудит безопасность сайт и внедрять рекомендация по улучшение', {'entities': [(0, 16, 'task_type')]}]",,
Создай задачу : Иван Петров подготовьте отчет по продажам за 3 квартал к 1 декабря,создавать задача : иван петров подготовить отчет по продажа за 3 квартал к 1 декабрь,"['создавать задача : иван петров подготовить отчет по продажа за 3 квартал к 1 декабрь', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : иван петров подготовить отчет по продажа за 3 квартал к 1 декабрь', {'entities': [(19, 23, 'person')]}]","['создавать задача : иван петров подготовить отчет по продажа за 3 квартал к 1 декабрь', {'entities': [(63, 64, 'time'), (65, 72, 'time'), (75, 76, 'time'), (77, 84, 'time')]}]"
Создай задачу : Мария Сидорова проведите анализ рынка для нового продукта к 15 января,создавать задача : мария сидоров проводить анализ рынок для новый продукт к 15 январь,"['создавать задача : мария сидоров проводить анализ рынок для новый продукт к 15 январь', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : мария сидоров проводить анализ рынок для новый продукт к 15 январь', {'entities': [(19, 24, 'person')]}]","['создавать задача : мария сидоров проводить анализ рынок для новый продукт к 15 январь', {'entities': [(76, 78, 'time'), (79, 85, 'time')]}]"
Создай задачу : Алексей Орлов разработайте медиаплан на следующий год к 10 февраля,создавать задача : алексей орел разрабатывать медиаплан на следующий год к 10 февраль,"['создавать задача : алексей орел разрабатывать медиаплан на следующий год к 10 февраль', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : алексей орел разрабатывать медиаплан на следующий год к 10 февраль', {'entities': [(19, 26, 'person')]}]","['создавать задача : алексей орел разрабатывать медиаплан на следующий год к 10 февраль', {'entities': [(69, 72, 'time'), (75, 77, 'time'), (78, 85, 'time')]}]"
Создай задачу : Ольга Жукова подготовьте предложения по продвижению новой услуги к 1 марта,создавать задача : ольга жуков подготовить предложение по продвижение новый услуга к 1 март,"['создавать задача : ольга жуков подготовить предложение по продвижение новый услуга к 1 март', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : ольга жуков подготовить предложение по продвижение новый услуга к 1 март', {'entities': [(19, 24, 'person')]}]","['создавать задача : ольга жуков подготовить предложение по продвижение новый услуга к 1 март', {'entities': [(85, 86, 'time'), (87, 91, 'time')]}]"
Создай задачу : Петр Лебедев проведите сегментацию клиентов компании к 20 марта,создавать задача : петр лебедев проводить сегментация клиент компания к 20 март,"['создавать задача : петр лебедев проводить сегментация клиент компания к 20 март', {'entities': [(0, 16, 'task_type')]}]",,"['создавать задача : петр лебедев проводить сегментация клиент компания к 20 март', {'entities': [(72, 74, 'time'), (75, 79, 'time')]}]"
Создай задачу : Анна Кузнецова разработайте анкету для исследования рынка к 5 апреля,создавать задача : анна кузнецова разрабатывать анкета для исследование рынок к 5 апрель,"['создавать задача : анна кузнецова разрабатывать анкета для исследование рынок к 5 апрель', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : анна кузнецова разрабатывать анкета для исследование рынок к 5 апрель', {'entities': [(19, 23, 'person')]}]","['создавать задача : анна кузнецова разрабатывать анкета для исследование рынок к 5 апрель', {'entities': [(80, 81, 'time'), (82, 88, 'time')]}]"
Создай задачу : Сергей Попов проанализируйте результаты рекламной кампании к 15 апреля,создавать задача : сергей попов проанализировать результат рекламный кампания к 15 апрель,"['создавать задача : сергей попов проанализировать результат рекламный кампания к 15 апрель', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : сергей попов проанализировать результат рекламный кампания к 15 апрель', {'entities': [(19, 25, 'person')]}]","['создавать задача : сергей попов проанализировать результат рекламный кампания к 15 апрель', {'entities': [(80, 82, 'time'), (83, 89, 'time')]}]"
Создай задачу : Юлия Соколова подготовьте план мероприятий для продвижения бренда к 1 мая,создавать задача : юлия соколов подготовить план мероприятие для продвижение бренд к 1 май,"['создавать задача : юлия соколов подготовить план мероприятие для продвижение бренд к 1 май', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : юлия соколов подготовить план мероприятие для продвижение бренд к 1 май', {'entities': [(19, 23, 'person')]}]","['создавать задача : юлия соколов подготовить план мероприятие для продвижение бренд к 1 май', {'entities': [(85, 86, 'time'), (87, 90, 'time')]}]"
Создай задачу : Виктор Романов разработайте систему скидок для постоянных клиентов к 10 мая,создавать задача : виктор романов разрабатывать система скидка для постоянный клиент к 10 май,"['создавать задача : виктор романов разрабатывать система скидка для постоянный клиент к 10 май', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : виктор романов разрабатывать система скидка для постоянный клиент к 10 май', {'entities': [(19, 25, 'person')]}]","['создавать задача : виктор романов разрабатывать система скидка для постоянный клиент к 10 май', {'entities': [(87, 89, 'time'), (90, 93, 'time')]}]"
Создай задачу : Елена Савельева проанализируйте потребности целевой аудитории к 20 мая,создавать задача : елена савельев проанализировать потребность целевой аудитория к 20 май,"['создавать задача : елена савельев проанализировать потребность целевой аудитория к 20 май', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : елена савельев проанализировать потребность целевой аудитория к 20 май', {'entities': [(19, 24, 'person')]}]","['создавать задача : елена савельев проанализировать потребность целевой аудитория к 20 май', {'entities': [(83, 85, 'time'), (86, 89, 'time')]}]"
Создай задачу : Александр Логинов разработайте концепцию вирусной рекламной кампании к 1 июня,создавать задача : александр логинов разрабатывать концепция вирусный рекламный кампания к 1 июнь,"['создавать задача : александр логинов разрабатывать концепция вирусный рекламный кампания к 1 июнь', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : александр логинов разрабатывать концепция вирусный рекламный кампания к 1 июнь', {'entities': [(19, 28, 'person')]}]","['создавать задача : александр логинов разрабатывать концепция вирусный рекламный кампания к 1 июнь', {'entities': [(91, 92, 'time'), (93, 97, 'time')]}]"
Создай задачу : Кристина Беляева проведите оценку удовлетворенности клиентов к 10 июня,создавать задача : кристина беляев проводить оценка удовлетворенность клиент к 10 июнь,"['создавать задача : кристина беляев проводить оценка удовлетворенность клиент к 10 июнь', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : кристина беляев проводить оценка удовлетворенность клиент к 10 июнь', {'entities': [(19, 27, 'person')]}]","['создавать задача : кристина беляев проводить оценка удовлетворенность клиент к 10 июнь', {'entities': [(79, 81, 'time'), (82, 86, 'time')]}]"
Создай задачу : Игорь Волков разработайте план продвижения в социальных сетях на следующий квартал к 15 июня,создавать задача : игорь волк разрабатывать план продвижение в социальный сеть на следующий квартал к 15 июнь,"['создавать задача : игорь волк разрабатывать план продвижение в социальный сеть на следующий квартал к 15 июнь', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : игорь волк разрабатывать план продвижение в социальный сеть на следующий квартал к 15 июнь', {'entities': [(19, 24, 'person')]}]","['создавать задача : игорь волк разрабатывать план продвижение в социальный сеть на следующий квартал к 15 июнь', {'entities': [(92, 99, 'time'), (102, 104, 'time'), (105, 109, 'time')]}]"
